iter	Logloss
147	0.03479064196
148	0.03477206282
149	0.03476547278
150	0.0347635398
151	0.03476334881
152	0.03475700924
153	0.03474091944
154	0.03473603647
155	0.03473603436
156	0.03473599262
157	0.03473300507
158	0.03473298062
159	0.03473088097
160	0.03473087718
161	0.03473087971
162	0.03473086495
163	0.03473087043
164	0.03473086452
165	0.03473086199
166	0.03473086537
167	0.03473086621
168	0.03471440372
169	0.03470706702
170	0.03470095715
171	0.03469536145
172	0.03468839604
173	0.03468217639
174	0.03467846124
175	0.03466876357
176	0.03466629931
177	0.03466629931
178	0.03466395556
179	0.03466032766
180	0.03465778105
181	0.03465403235
182	0.03464955513
183	0.03464448311
184	0.0346367891
185	0.03463218271
186	0.03462648572
187	0.03462171809
188	0.03460720688
189	0.03460441848
190	0.03458916957
191	0.03458609608
192	0.03458112333
193	0.03457810564
194	0.03457809678
195	0.03457808117
196	0.03457806556
197	0.0345780508
198	0.03457803519
199	0.03457763739
200	0.03457761714
201	0.03457759647
202	0.03457756863
203	0.03457755724
204	0.03457754669
205	0.03457754289
206	0.0345775218
207	0.03457751083
208	0.03457750788
209	0.03457739862
210	0.03457739862
211	0.03457739862
212	0.03457739862
213	0.03457739862
214	0.03457739862
215	0.03457739862
216	0.03457739862
217	0.03457244799
218	0.0345724269
219	0.0345723826
220	0.03457234379
221	0.03457234379
222	0.03457234379
223	0.03457234379
224	0.03457234379
225	0.03457234379
226	0.03457234379
227	0.03457234379
228	0.03457234379
229	0.03457234379
230	0.03457234379
231	0.03457234379
232	0.03457234379
233	0.03457234379
234	0.03457234379
235	0.03457234379
236	0.03457234379
237	0.03457234379
238	0.03457234379
239	0.03457234379
240	0.03457234379
241	0.03457234379
242	0.03457234379
243	0.03457234379
244	0.03457234379
245	0.03457234379
246	0.03457234379
247	0.03457234379
248	0.03457234379
249	0.03457234379
250	0.03457234379
251	0.03457234379
252	0.03457234379
253	0.03457234379
254	0.03457234379
255	0.03457234379
256	0.03457234379
257	0.03457234379
258	0.03457234379
259	0.03457234379
260	0.03457234379
261	0.03457234379
262	0.03457234379
263	0.03457234379
264	0.03457234379
265	0.03457234379
266	0.03457234379
267	0.03457234379
268	0.03457234379
269	0.03457234379
270	0.03457234379
271	0.03457234379
272	0.03457234379
273	0.03457234379
274	0.03457234379
275	0.03457234379
276	0.03457234379
277	0.03457234379
278	0.03457234379
279	0.03457234379
280	0.03457234379
281	0.03457234379
282	0.03457234379
283	0.03457234379
284	0.03457234379
285	0.03457234379
286	0.03457234379
287	0.03457234379
288	0.03457234379
289	0.03457234379
290	0.03457234379
291	0.03457234379
292	0.03457234379
293	0.03457234379
294	0.03457234379
295	0.03457234379
296	0.03457234379
297	0.03457234379
298	0.03457234379
299	0.03457234379
300	0.03457234379
301	0.03457234379
302	0.03457234379
303	0.03457234379
304	0.03457234379
305	0.03457234379
306	0.03457234379
307	0.03457234379
308	0.03457234379
309	0.03457234379
310	0.03457234379
311	0.03457234379
312	0.03457234379
313	0.03457234379
314	0.03457234379
315	0.03456679666
316	0.03456185872
317	0.03456147628
318	0.03456147628
319	0.03456147628
320	0.03455837221
321	0.03455837221
322	0.03455834943
323	0.03455833467
324	0.03455832075
325	0.0345583102
326	0.03455829839
327	0.03455828109
328	0.03455824777
329	0.03455821908
330	0.03455820136
331	0.0345581904
332	0.03455815496
333	0.03455815496
334	0.03455815496
335	0.03455815496
336	0.03455815496
337	0.03455815496
338	0.03455815496
339	0.03455815496
340	0.03455815496
341	0.03455815496
342	0.03455815496
343	0.03455815496
344	0.03455815496
345	0.03455815496
346	0.03455815496
347	0.03455815496
348	0.03455815496
349	0.03455815496
350	0.03455815496
351	0.03455815496
352	0.03455814357
353	0.03455814357
354	0.03455814357
355	0.03455814357
356	0.03455814357
357	0.03455814357
358	0.03455814357
359	0.03455802967
360	0.03455802967
361	0.03455802967
362	0.03455802967
363	0.03455802967
364	0.03455801365
365	0.03455797442
366	0.03455796429
367	0.0345579297
368	0.0345579297
369	0.03455789258
370	0.03455789258
371	0.03455789258
372	0.03455789258
373	0.03455789258
374	0.03455789258
375	0.03455789258
376	0.03455789258
377	0.03455789258
378	0.03455789258
379	0.03455786432
380	0.03455786432
381	0.03455786432
382	0.03455786432
383	0.03455786432
384	0.03455786432
385	0.03455786432
386	0.03455786432
387	0.03455786432
388	0.03455786432
389	0.03455786432
390	0.03455786432
391	0.03455786432
392	0.03455786432
393	0.03455786432
394	0.03455786432
395	0.03455786432
396	0.03455786432
397	0.03455786432
398	0.03455786432
399	0.03455786432
400	0.03455786432
401	0.03455786432
402	0.03455786432
403	0.03455786432
404	0.03455786432
405	0.03455786432
406	0.03455786432
407	0.03455786432
408	0.03455786432
409	0.03455786432
410	0.03455786432
411	0.03455786432
412	0.03455786432
413	0.03455786432
414	0.03455786432
415	0.03455786432
416	0.03455786432
417	0.03455786432
418	0.03455786432
419	0.03455786432
420	0.03455786432
421	0.03455786432
422	0.03455786432
423	0.03455786432
424	0.03455786432
425	0.03455786432
426	0.03455786432
427	0.03455786432
428	0.03455786432
429	0.03455786432
430	0.03455786432
431	0.03455786432
432	0.03455786432
433	0.03455786432
434	0.03455786432
435	0.03455786432
436	0.03455786432
437	0.03455786432
438	0.03455786432
439	0.03455786432
440	0.03455786432
441	0.03455786432
442	0.03455786432
443	0.03455786432
444	0.03455786432
445	0.03455786432
446	0.03455786432
447	0.03455786432
448	0.03455786432
449	0.03455786432
450	0.03455786432
451	0.03455786432
452	0.03455786432
453	0.03455786432
454	0.03455786432
455	0.03455786432
456	0.03455786432
457	0.03455786432
458	0.03455786432
459	0.03455786432
460	0.03455560228
461	0.03455559975
462	0.03455556009
463	0.03455556009
464	0.03455556009
465	0.03455553436
466	0.03455550357
467	0.03455547573
468	0.0345554597
469	0.0345554327
470	0.0345554133
471	0.0345554133
472	0.0345554133
473	0.0345554133
474	0.0345554133
475	0.0345554133
476	0.0345554133
477	0.0345554133
478	0.0345554133
479	0.03455538166
480	0.03455535593
481	0.03455535593
482	0.03455535593
483	0.03455535593
484	0.03455535593
485	0.03455535593
486	0.03455535593
487	0.03455535593
488	0.03455535593
489	0.03455535593
490	0.03455535593
491	0.03455535593
492	0.03455535593
493	0.03455535593
494	0.03455302705
495	0.03454684386
496	0.03454492196
497	0.0345380972
498	0.03453299872
499	0.03453077961
500	0.03452821001
501	0.03452816656
502	0.0345255475
503	0.03452120396
504	0.03451914301
505	0.03451518613
506	0.03451342234
507	0.03451205361
508	0.0345120494
509	0.0345120494
510	0.0345120418
511	0.03451203252
512	0.03451203252
513	0.03451201523
514	0.03451201523
515	0.03451200848
516	0.03451201227
517	0.03450912156
518	0.03450912283
519	0.03450910849
520	0.03450911735
521	0.03450070347
522	0.03449917069
523	0.03449916015
524	0.03449913906
525	0.03449911545
526	0.03449910448
527	0.03449909521
528	0.03449909437
529	0.03449908762
530	0.03449349511
531	0.03448857386
532	0.03448856838
533	0.03448856542
534	0.03448856542
535	0.03448856036
536	0.03448856669
537	0.03448855699
538	0.03448663482
539	0.03448663482
540	0.0344866306
541	0.03448331804
542	0.03448330918
543	0.03448131472
544	0.03447663967
545	0.03447157392
546	0.03446865579
547	0.03445959047
548	0.03445958414
549	0.03445956516
550	0.0344595466
551	0.03445945928
552	0.03445941751
553	0.03445935592
554	0.03445301164
555	0.03445256713
556	0.03444982485
557	0.03444982485
558	0.03444982611
559	0.03444982991
560	0.0344498181
561	0.03444979109
562	0.03444975736
563	0.03444970251
564	0.03444410889
565	0.03444410214
566	0.03444255601
567	0.03443263303
568	0.03443065898
569	0.03443068259
570	0.03442493568
571	0.03442188297
572	0.03442187959
573	0.03442186441
574	0.03441554445
575	0.03441553222
576	0.03441551914
577	0.03441551914
578	0.0344155166
579	0.0344155166
580	0.0344155166
581	0.0344155166
582	0.0344155166
583	0.03441401513
584	0.03441397209
585	0.03441391727
586	0.03441391727
587	0.03441391263
588	0.03441391263
589	0.03441389828
590	0.03441388774
591	0.0344138831
592	0.0344138831
593	0.0344138831
594	0.0344138831
595	0.0344138831
596	0.0344138831
597	0.03441386201
598	0.03441386201
599	0.03441386201
600	0.03441386201
601	0.03441386201
602	0.03441386201
603	0.03441386201
604	0.03441386201
605	0.03441386201
606	0.03441386201
607	0.03441386201
608	0.03441386201
609	0.03441386201
610	0.03441386201
611	0.03441385147
612	0.0344114667
613	0.03440783693
614	0.03440783398
615	0.03440782006
616	0.03440782006
617	0.03440782006
618	0.03440782006
619	0.03440613857
620	0.03440594242
621	0.0343989519
622	0.03439559917
623	0.03439558947
624	0.03439235
625	0.03438958087
626	0.03438955683
627	0.03438808846
628	0.03438808002
629	0.03438805977
630	0.03438805977
631	0.03438806146
632	0.03438803236
633	0.03438802434
634	0.03438802434
635	0.03438799524
636	0.03438798216
637	0.03438798132
638	0.0343879712
639	0.03438796529
640	0.03438795643
641	0.03438794462
642	0.03438794462
643	0.03438794462
644	0.03438794462
645	0.03438794462
646	0.03438794462
647	0.03438794462
648	0.03438794462
649	0.03438794462
650	0.03438795053
651	0.03438795053
652	0.03438794968
653	0.03438790961
654	0.03438790961
655	0.03438790961
656	0.03438791298
657	0.03438789021
658	0.03438789021
659	0.03438787122
660	0.03438785224
661	0.03438785815
662	0.03438785815
663	0.03438784845
664	0.03438785013
665	0.03438785013
666	0.03438785013
667	0.03438785013
668	0.03438785013
669	0.03438785013
670	0.03438783115
671	0.03438783115
672	0.03438783115
673	0.03438783115
674	0.03438783115
675	0.03438783115
676	0.03438782356
677	0.03438782356
678	0.03438782525
679	0.03438780289
680	0.03438779656
681	0.03438779656
682	0.03438779656
683	0.03438778855
684	0.03438778855
685	0.03438778981
686	0.03438778391
687	0.03438778391
688	0.03438778391
689	0.03438778391
690	0.03438773668
691	0.03438773668
692	0.03438773668
693	0.03438773752
694	0.03438773752
695	0.03438773752
696	0.03438773752
697	0.03438773752
698	0.0343877059
699	0.03438769198
700	0.03438769198
701	0.03438769198
702	0.03438769198
703	0.03438769198
704	0.03438769198
705	0.03438768986
706	0.0343876886
707	0.0343876886
708	0.03438768775
709	0.03438768775
710	0.03438768775
711	0.03438764431
712	0.03438763924
713	0.03438763924
714	0.03438763924
715	0.03438763924
716	0.03438763924
717	0.03438763924
718	0.03438763924
719	0.03438764515
720	0.03438764515
721	0.03438764515
722	0.03438764515
723	0.03438764515
